pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
AY266474.1.1848_U	AY266474	1	1848	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_cycluri			1		PLN	Blastocystis cycluri 18S ribosomal RNA gene, partial sequence.									Cyclura cornuta (rhino iguana)			Singapore																										
AM275360.1.1027_U	AM275360	1	1027	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/NO161.						05/NO161				01-May-2005		Denmark																		isolate								
AM275356.1.1020_U	AM275356	1	1020	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS238.1.						05/RS238.1				01-May-2005		Denmark																		isolate								
AY590114.1.1730_U	AY590114	1	1730	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_ratti			1		PLN	Blastocystis ratti isolate WR2 small subunit ribosomal RNA gene,						WR2			Wistar rat																					isolate								
EU445495.1.1769_U	EU445495	1	1769	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. H11 18S ribosomal RNA gene, partial sequence.			H11						Homo sapiens						subtype: 3															culture								
JQ665862.1.1010_U	JQ665862	1	1010	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. subtype 1 isolate KS24-1 18S ribosomal RNA gene,						KS24-1			Homo sapiens	nov.-08		Thailand			subtype: 1 variant 1															isolate								
AY618268.1.1619_U	AY618268	1	1619	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate 86 18S ribosomal RNA gene, partial						86			Homo sapiens			Thailand: Chonburi province			subtype: I															isolate								
AB070997.1.1768_U	AB070997	1	1768	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. JM92-2 gene for small subunit ribosomal RNA,			JM92-2												isolate from japanese monkey															culture								
GU256934.1.1015_U	GU256934	1	1015	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST13 isolate 49 18S ribosomal RNA gene, partial						49			quokka			Australia																		isolate								
EU679347.1.1240_U	EU679347	1	1240	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. OSU14 18S small subunit ribosomal RNA gene,			OSU14									USA			subtype: 4															culture								
KF002531.1.1769_U	KF002531	1	1769	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate HA12 small subunit ribosomal RNA gene,						HA12																								isolate								
JX158979.1.1054_U	JX158979	1	1054	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEgs492 18S ribosomal RNA gene,					CEgs492		stool		gorilla						PCR_primers=fwd_name: E528F, rev_name: Univ1492															environmental								
KC148209.1.1765_U	KC148209	1	1765	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. subtype 13 Mousedeer small subunit ribosomal RNA							Tragulus javanicus								subtype: ST13																							
AM275378.1.865_U	AM275378	1	865	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS272.2.						05/RS272.2				01-May-2005		Denmark																		isolate								
KF002524.1.1779_U	KF002524	1	1779	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate Dm15 small subunit ribosomal RNA gene,						Dm15																								isolate								
KF002555.1.1721_U	KF002555	1	1721	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate HIBS7 small subunit ribosomal RNA						HIBS7																								isolate								
JX132195.1.1755_U	JX132195	1	1755	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEss508 18S ribosomal RNA gene,					CEss508		stool		Homo sapiens						PCR_primers=fwd_name: EK1F, rev_name: EK-1520															environmental								
DQ186647.1.2084_U	DQ186647	1	2084	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. C14 small subunit ribosomal RNA gene, complete									cockroach																													
AM275372.1.938_U	AM275372	1	938	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS377.3.						05/RS377.3				01-May-2005		Denmark																		isolate								
EU445488.1.1770_U	EU445488	1	1770	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. M2 18S ribosomal RNA gene, partial sequence.			M2						monkey						subtype: 1															culture								
AB071000.1.1778_U	AB071000	1	1778	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. RN94-9 gene for small subunit ribosomal RNA,			RN94-9												isolate from brown norway rat															culture								
AM275359.1.1030_U	AM275359	1	1030	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS798.1.						05/RS798.1				01-May-2005		Denmark																		isolate								
AY135405.1.1722_U	AY135405	1	1722	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. clone 3 isolation-source pig feces 18S ribosomal					3		pig feces																							environmental								
DQ186645.1.1977_U	DQ186645	1	1977	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. C4 small subunit ribosomal RNA gene, complete									cockroach																													
EU445491.1.1721_U	EU445491	1	1721	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. M24 18S ribosomal RNA gene, partial sequence.			M24						monkey						subtype: 5															culture								
EU445496.1.1769_U	EU445496	1	1769	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. H13 18S ribosomal RNA gene, partial sequence.			H13						Homo sapiens						subtype: 3															culture								
AM275377.1.1014_U	AM275377	1	1014	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS330.2.						05/RS330.2				01-May-2005		Denmark																		isolate								
AB091235.1.1719_U	AB091235	1	1719	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis			1		PLN	Blastocystis hominis gene for 18S ribosomal RNA, partial sequence,			HJ96A-26		c				Homo sapiens																					culture								
AB070998.1.1784_U	AB070998	1	1784	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. SY94-3 gene for small subunit ribosomal RNA,			SY94-3												isolate from pig															culture								
KC148205.1.1772_U	KC148205	1	1772	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. subtype 14 Cow1 small subunit ribosomal RNA gene,							Bos taurus								subtype: ST14																							
JQ665854.1.1023_U	JQ665854	1	1023	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. subtype 1 isolate DR1-1 18S ribosomal RNA gene,						DR1-1			Homo sapiens	nov.-08		Thailand			subtype: 1 variant 1															isolate								
AM275346.1.1045_U	AM275346	1	1045	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS54.1.						05/RS54.1				01-May-2005		Denmark																		isolate								
JX132220.1.1755_U	JX132220	1	1755	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEss533 18S ribosomal RNA gene,					CEss533		stool		Homo sapiens						PCR_primers=fwd_name: EK1F, rev_name: EK-1520															environmental								
JX132172.1.1755_U	JX132172	1	1755	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEss485 18S ribosomal RNA gene,					CEss485		stool		Homo sapiens						PCR_primers=fwd_name: EK1F, rev_name: EK-1520															environmental								
AB107965.1.1769_U	AB107965	1	1769	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. CJ99-363 gene for small subunit ribosomal RNA,			CJ99-363				Cattle					Japan: Osaka																		culture								
CABX01000137.1968.3773_U	CABX01000137	1968	3773	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis																																												
JX132229.1.1755_U	JX132229	1	1755	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEss542 18S ribosomal RNA gene,					CEss542		stool		Homo sapiens						PCR_primers=fwd_name: EK1F, rev_name: EK-1520															environmental								
AY618265.1.1779_U	AY618265	1	1779	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate 84 18S ribosomal RNA gene, partial						84			Homo sapiens			Thailand: Praginburi province			subtype: III															isolate								
AF408427.1.1805_U	AF408427	1	1805	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis			1		PLN	Blastocystis hominis strain B small subunit ribosomal RNA gene,			B						Homo sapiens			Singapore																		culture								
GU256931.1.939_U	GU256931	1	939	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST11 isolate b33 18S ribosomal RNA gene, partial						b33			elephant			Netherlands																		isolate								
GQ223285.1.1997_U	GQ223285	1	1997	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis-Group_X	Blastocystis-Group_X_sp.					ENV	Uncultured Blastocystis clone GAH 18S small subunit ribosomal RNA					GAH		freshwater stream sediment					USA: Fayetteville, AR																		environmental								
GU256902.1.997_U	GU256902	1	997	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST12 isolate 930296 18S ribosomal RNA gene,						930296			giraffe			Australia																		isolate								
AM275379.1.1027_U	AM275379	1	1027	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS245.1.						05/RS245.1				01-May-2005		Denmark																		isolate								
EU427511.1.1748_U	EU427511	1	1748	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. MKJ04-8 small subunit ribosomal RNA gene, partial									Macropus rufus (red kangaroo)																													
GU256913.1.1002_U	GU256913	1	1002	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST12 isolate b7 18S ribosomal RNA gene, partial						b7			giraffe			Belgium																		isolate								
GU256932.1.941_U	GU256932	1	941	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST11 isolate 2 18S ribosomal RNA gene, partial						2			elephant			Australia																		isolate								
CABX01000063.12314.14123_U	CABX01000063	12314	14123	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis																																												
AY135410.1.1763_U	AY135410	1	1763	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. clone 2 isolation-source chicken feces 18S					2		chicken feces																							environmental								
GU256911.1.1001_U	GU256911	1	1001	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST12 isolate b4 18S ribosomal RNA gene, partial						b4			giraffe			Belgium																		isolate								
AY135403.1.1722_U	AY135403	1	1722	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. clone 1 isolation-source pig feces 18S ribosomal					1		pig feces																							environmental								
KF002558.1.1769_U	KF002558	1	1769	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate RU10 small subunit ribosomal RNA gene,						RU10																								isolate								
CABX01000035.18630.20441_U	CABX01000035	18630	20441	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis																																												
AB107972.1.1741_U	AB107972	1	1741	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. BJ99-310 gene for small subunit ribosomal RNA,			BJ99-310						Bambusicola thoracica			Japan: Osaka																		culture								
AY590109.1.1756_U	AY590109	1	1756	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis			1		PLN	Blastocystis hominis isolate H small subunit ribosomal RNA gene,						H			human																					isolate								
KF002521.1.1691_U	KF002521	1	1691	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate BP9 small subunit ribosomal RNA gene,						BP9																								isolate								
JX158946.1.1054_U	JX158946	1	1054	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEgs459 18S ribosomal RNA gene,					CEgs459		stool		gorilla						PCR_primers=fwd_name: E528F, rev_name: Univ1492															environmental								
AY590105.1.1755_U	AY590105	1	1755	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis			1		PLN	Blastocystis hominis isolate B small subunit ribosomal RNA gene,						B			human																					isolate								
JX132212.1.1755_U	JX132212	1	1755	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEss525 18S ribosomal RNA gene,					CEss525		stool		Homo sapiens						PCR_primers=fwd_name: EK1F, rev_name: EK-1520															environmental								
EU427518.1.1762_U	EU427518	1	1762	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. MWJ03-1 small subunit ribosomal RNA gene, partial									"Macropus rufogriseus rufogriseus (Bennett's wallaby)"""																													
GU256930.1.935_U	GU256930	1	935	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST11 isolate b32b 18S ribosomal RNA gene, partial						b32b			elephant			Netherlands																		isolate								
GU256918.1.976_U	GU256918	1	976	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST12 isolate b16 18S ribosomal RNA gene, partial						b16			giraffe			Netherlands																		isolate								
AM275364.1.1045_U	AM275364	1	1045	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis			1		PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS146.3.						05/RS146.3				01-May-2005		Denmark																		isolate								
AB091234.1.1719_U	AB091234	1	1719	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis			1		PLN	Blastocystis hominis gene for 18S ribosomal RNA, partial sequence,			HJ96A-26		b				Homo sapiens																					culture								
KF002561.1.1769_U	KF002561	1	1769	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate RU7 small subunit ribosomal RNA gene,						RU7																								isolate								
AY135408.1.1731_U	AY135408	1	1731	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. clone 2 isolation-source rat feces 18S ribosomal					2		rat feces																							environmental								
JX132176.1.1755_U	JX132176	1	1755	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEss489 18S ribosomal RNA gene,					CEss489		stool		Homo sapiens						PCR_primers=fwd_name: EK1F, rev_name: EK-1520															environmental								
CABX01000072.10357.12159_U	CABX01000072	10357	12159	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis																																												
AF538348.1.1707_U	AF538348	1	1707	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis			1		PLN	Blastocystis hominis from pig 18S ribosomal RNA, partial sequence.									pig			Thailand			subgroup: III																							
EF680762.1.829_U	EF680762	1	829	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate 44 18S ribosomal RNA gene, partial						44	feces		pig			Spain																		isolate								
JX132159.1.1755_U	JX132159	1	1755	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					ENV	Uncultured Blastocystis clone CEss472 18S ribosomal RNA gene,					CEss472		stool		Homo sapiens						PCR_primers=fwd_name: EK1F, rev_name: EK-1520															environmental								
GU256919.1.975_U	GU256919	1	975	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. ST12 isolate b17 18S ribosomal RNA gene, partial						b17			giraffe			Netherlands																		isolate								
DQ186644.1.1975_U	DQ186644	1	1975	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. C2 small subunit ribosomal RNA gene, complete									cockroach																													
EF209018.1.1703_U	EF209018	1	1703	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. GECA2 small subunit ribosomal RNA gene, partial									Geochelone carbonaria			Czech Republic																										
AY590112.1.1746_U	AY590112	1	1746	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_pythoni			1		PLN	Blastocystis pythoni small subunit ribosomal RNA gene, partial									python																													
DQ186646.1.2085_U	DQ186646	1	2085	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. C12 small subunit ribosomal RNA gene, complete									cockroach																													
JN682513.1.1762_U	JN682513	1	1762	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.					PLN	Blastocystis sp. subtype 4 isolate DMP/02-212 small subunit						DMP/02-212			Homo sapiens			USA			subtype: ST4															isolate								
AF538349.1.1025_U	AF538349	1	1025	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis from horse 18S ribosomal RNA, partial									horse			Thailand			subgroup: III																							
AB107968.1.1770_U	AB107968	1	1770	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_sp.			1		PLN	Blastocystis sp. MJ99-568 gene for small subunit ribosomal RNA,			MJ99-568						Cercopithecus aethiops			Japan: Osaka																		culture								
AM275348.1.1025_U	AM275348	1	1025	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis partial 18S rRNA gene, isolate 05/RS74.1.						05/RS74.1				01-May-2005		Denmark																		isolate								
KF002516.1.1741_U	KF002516	1	1741	Eukaryota	Stramenopiles	Stramenopiles_X	Opalinata	Opalinata_X	Blastocystis-Group	Blastocystis	Blastocystis_hominis					PLN	Blastocystis hominis isolate BP2 small subunit ribosomal RNA gene,						BP2																								isolate								
