pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
EU561987.1.843_U	EU561987	1	843	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_sp.					ENV	Uncultured marine eukaryote clone IND60.71 18S ribosomal RNA gene,					IND60.71		ocean water; 85m depth					Indian Ocean																		environmental								
GU822948.1.1199_U	GU822948	1	1199	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured stramenopile clone AI5F14RJ1H04 18S ribosomal RNA gene,					AI5F14RJ1H04		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
HQ866696.1.881_U	HQ866696	1	881	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1438 18S ribosomal RNA gene, partial					SGSY1438		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
EF100296.1.1267_U	EF100296	1	1267	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Cafeteriaceae	Cafeteria	Cafeteria_roenbergensis					ENV	Uncultured eukaryote clone D3P06C04 18S ribosomal RNA gene, partial					D3P06C04		"oxygen-depleted intertidal marine sediment, upper 2 cm sediment surface"""					Greenland: Arctic																		environmental								
FJ000279.1.1346_U	FJ000279	1	1346	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone 451A09 small subunit ribosomal RNA gene,					451A09		"Discovery Basin seawater, Mediterranean Sea"""																							environmental								
HQ865594.1.874_U	HQ865594	1	874	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF863 18S ribosomal RNA gene, partial					SGSF863		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ865671.1.875_U	HQ865671	1	875	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF948 18S ribosomal RNA gene, partial					SGSF948		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ866540.1.874_U	HQ866540	1	874	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1268 18S ribosomal RNA gene, partial					SGSY1268		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
JX869356.1.902_U	JX869356	1	902	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecales	Bicoecaceae	Bicoecaceae_X	Bicoecaceae_X_sp.					ENV	Uncultured bicosoecid clone env_Pavin_epi_T_NS83E 18S ribosomal RNA					env_Pavin_epi_T_NS83E		freshwater					France: Lake Pavin																		environmental								
HQ865602.1.853_U	HQ865602	1	853	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF872 18S ribosomal RNA gene, partial					SGSF872		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ866587.1.873_U	HQ866587	1	873	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1320 18S ribosomal RNA gene, partial					SGSY1320		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ866723.1.878_U	HQ866723	1	878	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1474 18S ribosomal RNA gene, partial					SGSY1474		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ865620.1.875_U	HQ865620	1	875	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF890 18S ribosomal RNA gene, partial					SGSF890		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
EU162647.1.1791_U	EU162647	1	1791	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecales	Bicoecaceae	Bicoecaceae_X	Bicoecaceae_X_sp.			1		ENV	Uncultured stramenopile clone PSH9SP2005 18S ribosomal RNA gene,					PSH9SP2005		Lake Pavin			2005		France			PCR_primers=fwd_name: 1f, rev_name: 1520r															environmental								
GU823857.1.1074_U	GU823857	1	1074	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Borokales	Borokaceae	Borokaceae_X	Borokaceae_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM3G04 18S ribosomal RNA gene,					BCI5F13RM3G04		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
FJ537321.1.1530_U	FJ537321	1	1530	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_sp.					ENV	Uncultured Caecitellus clone Biosope_T39.110 18S ribosomal RNA					Biosope_T39.110		"marine photosynthetic pico-eukaryotes sorted by flow cytometry from cruise BIOSOPE, 2004, Stn STB7, depth 175m"""			2004		Pacific Ocean: South-East			PCR_primers=fwd_name: Euk328, rev_name: Euk329															environmental								
HQ866829.1.878_U	HQ866829	1	878	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1219 18S ribosomal RNA gene, partial					SGSY1219		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ866853.1.874_U	HQ866853	1	874	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1247 18S ribosomal RNA gene, partial					SGSY1247		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
AY789790.1.1185_U	AY789790	1	1185	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecales	Bicoecaceae	Bicoecaceae_X	Bicoecaceae_X_sp.					ENV	Uncultured eukaryote isolate P6X1b-1 18S ribosomal RNA gene,							"seawater batch cultures contaminated with crude oil"""																							environmental								
AY789780.1.1176_U	AY789780	1	1176	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote isolate P6X4-1 18S ribosomal RNA gene, partial							"seawater batch cultures contaminated with crude oil"""																							environmental								
HQ865731.1.875_U	HQ865731	1	875	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF1013 18S ribosomal RNA gene, partial					SGSF1013		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
EF023971.30.1863_U	EF023971	30	1863	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecales	Bicoecaceae	Bicoecaceae_X	Bicoecaceae_X_sp.					ENV	Eimeriidae environmental sample clone Amb_18S_1440 18S ribosomal					Amb_18S_1440		"trembling aspen rhizosphere under ambient CO2 conditions"""																							environmental								
GU823193.1.1187_U	GU823193	1	1187	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecales	Bicoecaceae	Bicoecaceae_X	Bicoecaceae_X_sp.					ENV	Uncultured stramenopile clone AI5F14RJ1D05 18S ribosomal RNA gene,					AI5F14RJ1D05		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
HQ865440.1.860_U	HQ865440	1	860	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF1075 18S ribosomal RNA gene, partial					SGSF1075		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
AF174366.1.1659_U	AF174366	1	1659	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Cafeteriaceae	Cafeteria	Cafeteria_sp.			1		PLN	Cafeteria sp. EPM1 18S ribosomal RNA gene, partial sequence.			EPM1																											culture								
HQ866673.1.876_U	HQ866673	1	876	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1413 18S ribosomal RNA gene, partial					SGSY1413		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ866553.1.879_U	HQ866553	1	879	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1284 18S ribosomal RNA gene, partial					SGSY1284		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ866747.1.883_U	HQ866747	1	883	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1501 18S ribosomal RNA gene, partial					SGSY1501		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ865765.1.874_U	HQ865765	1	874	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF1053 18S ribosomal RNA gene, partial					SGSF1053		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ866793.1.881_U	HQ866793	1	881	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1171 18S ribosomal RNA gene, partial					SGSY1171		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ866718.1.880_U	HQ866718	1	880	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1467 18S ribosomal RNA gene, partial					SGSY1467		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
EU106804.1.940_U	EU106804	1	940	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Cafeteriaceae	Cafeteria	Cafeteria_sp.					PLN	Cafeteria sp. RCC970 18S ribosomal RNA gene, partial sequence.			RCC970; Roscoff Culture Collection, France				"marine culture from South-East Pacific Ocean"""																							culture								
JQ782084.1.1650_U	JQ782084	1	1650	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_sp.					ENV	Uncultured stramenopile clone 897st19-35 18S ribosomal RNA gene,					897st19-35		marine water			07-May-2009		Pacific Ocean: East China Sea	31.63 N 123.15 E	Yun-Chi Lin																environmental			31.63	123.15				
HQ865525.1.876_U	HQ865525	1	876	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF787 18S ribosomal RNA gene, partial					SGSF787		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
EU446333.1.1503_U	EU446333	1	1503	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.			1		ENV	Uncultured marine eukaryote clone UI12C04 small subunit ribosomal					UI12C04		"anoxic deep hypersaline L'Atalante Basin, eastern Mediterranean Sea"""								"PCR_primers=fwd_name: Euk A (21f), rev_name: U1391R"""															environmental								
DQ310274.1.1563_U	DQ310274	1	1563	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Borokales	Borokaceae	Borokaceae_X	Borokaceae_X_sp.			1		ENV	Uncultured marine eukaryote clone FV18_2D1 small subunit ribosomal					FV18_2D1		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
AB771846.1.1633_U	AB771846	1	1633	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.					ENV	Uncultured freshwater eukaryote gene for 18S rRNA, partial					K9NOV2010		freshwater lake					Japan:Gunma																		environmental								
DQ781330.1.1141_U	DQ781330	1	1141	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Borokales	Borokaceae	Borokaceae_X	Borokaceae_X_sp.					ENV	Uncultured marine eukaryote clone AD401 18S ribosomal RNA gene,					AD401		marine coastal waters																							environmental								
HQ865459.1.871_U	HQ865459	1	871	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF1095 18S ribosomal RNA gene, partial					SGSF1095		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ865643.1.875_U	HQ865643	1	875	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF915 18S ribosomal RNA gene, partial					SGSF915		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
AF072883.1.1840_U	AF072883	1	1840	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Siluania	Siluania_monomastiga			1		PLN	Siluania monomastiga 18S small subunit ribosomal RNA gene, partial																																						
HQ865581.1.876_U	HQ865581	1	876	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF850 18S ribosomal RNA gene, partial					SGSF850		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ867852.1.887_U	HQ867852	1	887	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SHAO469 18S ribosomal RNA gene, partial					SHAO469		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			14-nov.-06		Canada: Vancouver																		environmental								
HQ866783.1.879_U	HQ866783	1	879	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1157 18S ribosomal RNA gene, partial					SGSY1157		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
GU825682.1.1205_U	GU825682	1	1205	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Borokales	Borokaceae	Borokaceae_X	Borokaceae_X_sp.					ENV	Uncultured eukaryote clone BC95F14RM1E05 18S ribosomal RNA gene,					BC95F14RM1E05		"anoxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
HQ866633.1.883_U	HQ866633	1	883	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1371 18S ribosomal RNA gene, partial					SGSY1371		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
AY919748.1.1677_U	AY919748	1	1677	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.			1		ENV	Uncultured freshwater eukaryote clone LG19-12 18S ribosomal RNA					LG19-12		"oligotrophic freshwater lake; euphotic portion of the water column, 1% light penetration"""					USA: Lake George, Adirondack Park																		environmental								
DQ220713.1.1646_U	DQ220713	1	1646	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_paraparvulus			1		PLN	Caecitellus paraparvulus strain HFCC71 18S ribosomal RNA gene,			HFCC71									Atlantic Ocean: South Atlantic Ocean, depth: 1m																		culture								
AF174367.1.1674_U	AF174367	1	1674	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_parvulus			1		PLN	Caecitellus parvulus strain EWM1 18S ribosomal RNA gene, partial			EWM1																											culture								
HQ865665.1.877_U	HQ865665	1	877	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSF941 18S ribosomal RNA gene, partial					SGSF941		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
EU333049.1.800_U	EU333049	1	800	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Cafeteriaceae	Cafeteriaceae_X	Cafeteriaceae_X_sp.					ENV	Uncultured eukaryote clone B19bD18 18S ribosomal RNA gene, partial					B19bD18		South China Sea																							environmental								
HQ866767.1.874_U	HQ866767	1	874	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1522 18S ribosomal RNA gene, partial					SGSY1522		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ866667.1.885_U	HQ866667	1	885	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1407 18S ribosomal RNA gene, partial					SGSY1407		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
HQ866629.1.877_U	HQ866629	1	877	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecea_X	Bicoecea_XX	Bicoecea_XXX	Bicoecea_XXX_sp.					ENV	Uncultured eukaryote clone SGSY1366 18S ribosomal RNA gene, partial					SGSY1366		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
AY919808.1.1679_U	AY919808	1	1679	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.			1		ENV	Uncultured freshwater eukaryote clone LG36-05 18S ribosomal RNA					LG36-05		"oligotrophic freshwater lake; euphotic portion of the water column, 1% light penetration"""					USA: Lake George, Adirondack Park																		environmental								
AF174364.1.1695_U	AF174364	1	1695	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Cafeteriaceae	Cafeteria	Cafeteria_roenbergensis			1		PLN	Cafeteria roenbergensis 18S ribosomal RNA gene, partial sequence.			VENT1																											culture								
