pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
AY485465.1.1685_U	AY485465	1	1685	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Delphineis	Delphineis_sp.			1		PLN	Delphineis sp. CCMP1095 18S ribosomal RNA gene, partial sequence.			CCMP1095																											culture								
JX413544.1.1618_U	JX413544	1	1618	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Delphineis	Delphineis_sp.					PLN	Delphineis sp. 1 MPA-2013 isolate ECT3886delphineid 18S ribosomal						ECT3886delphineid		personal:Theriot:HK295				USA: Bald Head Island, NC																		isolate								
AY216904.1.1796_U	AY216904	1	1796	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Asterionellopsis	Asterionellopsis_glacialis			1		PLN	Asterionellopsis glacialis 18S ribosomal RNA gene, partial			WK20																											culture								
AB433336.1.1784_U	AB433336	1	1784	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Psammoneis	Psammoneis_japonica			1		PLN	Psammoneis japonica gene for small subunit ribosomal RNA, partial			s0305												SSU rDNA															culture								
JX413545.1.1640_U	JX413545	1	1640	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Asterionellopsis	Asterionellopsis_socialis					PLN	Asterionellopsis socialis isolate ECT3920Asterionell 18S ribosomal						ECT3920Asterionell		personal:Theriot:HK319				USA: Ft. Stevens State Park, OR																		isolate								
JN975244.1.1644_U	JN975244	1	1644	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Dimeregramma	Dimeregramma_sp.					PLN	Dimeregramma sp. 28II10-1A-TXwinged small subunit ribosomal RNA			28II10-1A-TXwinged					personal:Theriot:HK288				USA: Port Aransas, TX																		specimen								
AB430602.1.1781_U	AB430602	1	1781	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Rhaphoneis	Rhaphoneis_sp.					PLN	Rhaphoneis sp. s0366 gene for 18S rRNA, partial sequence, strain:			s0366																											culture								
HQ912673.1.1636_U	HQ912673	1	1636	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Rhaphoneis	Rhaphoneis_amphiceros					PLN	Rhaphoneis amphiceros strain ECT3828-Rhaphoneis 18S small subunit			ECT3828-Rhaphoneis																											culture								
HQ912613.1.1742_U	HQ912613	1	1742	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Asterionellopsis	Asterionellopsis_glacialis					PLN	Asterionellopsis glacialis strain CCMP134 18S small subunit			CCMP134																											culture								
JX401231.1.1787_U	JX401231	1	1787	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Dimeregramma	Dimeregramma_sp.					PLN	Dimeregramma sp. 1 CSL-2013 isolate Dimereg15VI11-2A 18S ribosomal						Dimereg15VI11-2A		Theriot Lab HK358				USA: Baffin Bay, TX																		isolate								
JX401232.1.1773_U	JX401232	1	1773	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Dimeregramma	Dimeregramma_sp.					PLN	Dimeregramma sp. 1 CSL-2013 isolate ECT3891Dimereg 18S ribosomal						ECT3891Dimereg		Theriot Lab HK359				USA: St. George Island, FL																		isolate								
KJ577867.1.1641_U	KJ577867	1	1641	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Plagiogramma	Plagiogramma_sp.					PLN	Plagiogramma sp. TN-2014 isolate 25VI12-1Cpennstack 18S small						25VI12-1Cpennstack		HK410				USA: Hunting Island, SC																		isolate								
