pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
HE655176.1.917_U	HE655176	1	917	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.					ENV	Uncultured Chlorophyceae partial 18S rRNA gene, clone					PC06.A5_Ger_1		lake water			17-juil.-08		Spain:Central Pyrenees, Lake Gerber	42.63 N 0.99 E																	environmental			42.63	0.99				
KC852902.1.1263_U	KC852902	1	1263	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Ankistrodesmus	Ankistrodesmus_falcatus					PLN	Ankistrodesmus falcatus isolate NFW1 18S ribosomal RNA gene,						NFW1						Malaysia: Kota Kinabalu, Sabah																		isolate								
FR865731.2.1768_U	FR865731	2	1768	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Scenedesmus	Scenedesmus_obliquus					PLN	Scenedesmus obliquus genomic DNA containing 18S rRNA gene, ITS1,			CCAP276/52	CCAP:276/52								New Zealand:Lake Omapera			"sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene"""															culture								
FR865563.2.1769_U	FR865563	2	1769	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Dunaliella	Dunaliella_lateralis					PLN	Chlamydomonas sp. CCAP 11/169 genomic DNA containing 18S rRNA gene,			CCAP11/169	CCAP:11/169								Nepal			"sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene"""															culture								
KC487036.1.1644_U	KC487036	1	1644	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Dunaliella	Dunaliella_sp.					ENV	Uncultured Dunaliella isolate LT37_P24 18S ribosomal RNA gene,							Lake Tyrrell					Australia: Victoria																		environmental								
AY220580.1.1688_U	AY220580	1	1688	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.					PLN	Chlamydomonad sp. NDem9/21T-14d 18S ribosomal RNA gene, partial			NDem9/21T-14d									USA: Minnesota, Itasca State Park																		culture								
JN863299.1.1762_U	JN863299	1	1762	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_reinhardtii					PLN	Chlamydomonas reinhardtii strain KNUA021 18S ribosomal RNA gene,			KNUA021				freshwater			15-Aug-2011		South Korea																		culture								
JN090881.1.1793_U	JN090881	1	1793	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Sphaeropleales_XX	Sphaeropleales__XX_sp.					ENV	Uncultured eukaryote clone KRL01E21 18S ribosomal RNA gene, partial					KRL01E21		Lake Karla					Greece																		environmental								
JQ259933.1.1752_U	JQ259933	1	1752	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Bracteacoccus	Bracteacoccus_sp.					PLN	Bracteacoccus bullatus strain CCALA 694 18S ribosomal RNA gene,			CCALA 694																											culture								
AY195984.1.1793_U	AY195984	1	1793	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Pseudopediastrum	Pseudopediastrum_boryanum					PLN	Coccoid green alga Mary 6/3 18S ribosomal RNA gene, partial																																						
HQ191395.1.2126_U	HQ191395	1	2126	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.					ENV	Uncultured Chlorophyta clone PA2009B2 18S ribosomal RNA gene,					PA2009B2		"meromictic, dimictic and oligo-mesotrophic lake"""					France: Massif Central, Lake Pavin	45.50 N 2.88 E		"contains 18S ribosomal RNA, internal transcribed spacer 1, 5.8S ribosomal RNA, internal transcribed spacer 2, and 28S ribosomal RNA"""															environmental			45.5	2.88				
JF834170.1.1791_U	JF834170	1	1791	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Mychonastes	Mychonastes_sp.					PLN	Chlorophyceae sp. EH-27 18S ribosomal RNA gene, partial sequence.							freshwater lakes					China			eukaryotic picoalgae																							
AB753040.1.1632_U	AB753040	1	1632	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_reinhardtii					PLN	Chlamydomonas reinhardtii gene for 18S ribosomal RNA, partial			PS-2708																											culture								
AB701502.1.1648_U	AB701502	1	1648	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_nasuta					PLN	Chlamydomonas nasuta gene for 18S ribosomal RNA, partial sequence,			NIES-2225																											culture								
KC486806.1.1637_U	KC486806	1	1637	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Dunaliella	Dunaliella_sp.					ENV	Uncultured Dunaliella isolate LT37_E10 18S ribosomal RNA gene,							Lake Tyrrell					Australia: Victoria																		environmental								
JQ315564.1.1668_U	JQ315564	1	1668	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Mychonastes	Mychonastes_sp.					PLN	Mychonastes sp. KMMCC 1210 18S ribosomal RNA gene, partial			KMMCC 1210				freshwater																							culture								
AY220090.1.1793_U	AY220090	1	1793	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.			1		PLN	Chlamydomonad sp. Pic 6/3 P-1d 18S ribosomal RNA gene, partial																																						
HQ246321.1.1738_U	HQ246321	1	1738	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Scenedesmus	Scenedesmus_bajacalifornicus					PLN	Scenedesmus bajacalifornicus strain ZA1-5 18S ribosomal RNA gene,			ZA1-5																											culture								
AY220088.1.1756_U	AY220088	1	1756	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.			1		PLN	Chlamydomonad sp. Mary 9/21 BT-14w 18S ribosomal RNA gene, partial																																						
U70786.1.1699_U	U70786	1	1699	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_moewusii			1		PLN	Chlamydomonas moewusii 18S ribosomal RNA gene, partial sequence.			SAG 11-11																											culture								
HQ191319.1.1752_U	HQ191319	1	1752	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.					ENV	Uncultured Chlorophyta clone PA2009A22 18S ribosomal RNA gene,					PA2009A22		"meromictic, dimictic and oligo-mesotrophic lake"""					France: Massif Central, Lake Pavin	45.50 N 2.88 E		"contains 18S ribosomal RNA, internal transcribed spacer 1, 5.8S ribosomal RNA, internal transcribed spacer 2, and 28S ribosomal RNA"""															environmental			45.5	2.88				
JN904004.1.1746_U	JN904004	1	1746	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	Chloromonas_subdivisa					PLN	Chloromonas subdivisa strain SAG 67.72 18S ribosomal RNA gene,			SAG 67.72																											culture								
KC486721.1.1643_U	KC486721	1	1643	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Dunaliella	Dunaliella_sp.					ENV	Uncultured Dunaliella isolate LT37_A1 18S ribosomal RNA gene,							Lake Tyrrell					Australia: Victoria																		environmental								
KC486949.1.1641_U	KC486949	1	1641	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Dunaliella	Dunaliella_sp.					ENV	Uncultured Dunaliella isolate LT37_L16 18S ribosomal RNA gene,							Lake Tyrrell					Australia: Victoria																		environmental								
JN630516.1.1766_U	JN630516	1	1766	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Follicularia	Follicularia_texensis					PLN	Follicularia texensis 18S ribosomal RNA gene, partial sequence.			UTEX1241	UTEX:1241																										culture								
FR865576.2.1763_U	FR865576	2	1763	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_reinhardtii					PLN	Chlamydomonas reinhardtii genomic DNA containing 18S rRNA gene,			CCAP11/32CW15	CCAP:11/32CW15											"sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene"""															culture								
FN863171.1.1046_U	FN863171	1	1046	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.					ENV	Uncultured eukaryote partial 18S rRNA gene, clone B133806D11.					B133806D11		River water			01-nov.-02		Spain	37.59 N 6.55 W																	environmental			37.59	-6.55				
FN862521.1.1046_U	FN862521	1	1046	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.					ENV	Uncultured eukaryote partial 18S rRNA gene, clone B117006C07.					B117006C07		River water			01-nov.-02		Spain	37.59 N 6.55 W																	environmental			37.59	-6.55				
HQ191326.1.2209_U	HQ191326	1	2209	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Mychonastes	Mychonastes_sp.					ENV	Uncultured Chlorophyta clone PA2009A28 18S ribosomal RNA gene,					PA2009A28		"meromictic, dimictic and oligo-mesotrophic lake"""					France: Massif Central, Lake Pavin	45.50 N 2.88 E		"contains 18S ribosomal RNA, internal transcribed spacer 1, 5.8S ribosomal RNA, internal transcribed spacer 2, and 28S ribosomal RNA"""															environmental			45.5	2.88				
JX446451.1.996_U	JX446451	1	996	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Radiococcus	Radiococcus_sp.					PLN	Radiococcus sp. WJT66VFNP50A 18S ribosomal RNA gene, partial			WJT66VFNP50A																											culture								
AB771909.1.1671_U	AB771909	1	1671	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Mychonastes	Mychonastes_sp.					ENV	Uncultured freshwater eukaryote gene for 18S rRNA, partial					K5FEB2012		freshwater lake					Japan:Gunma																		environmental								
HQ191381.1.2209_U	HQ191381	1	2209	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Sphaeropleales_XX	Sphaeropleales__XX_sp.					ENV	Uncultured Chlorophyta clone PA2009B28 18S ribosomal RNA gene,					PA2009B28		"meromictic, dimictic and oligo-mesotrophic lake"""					France: Massif Central, Lake Pavin	45.50 N 2.88 E		"contains 18S ribosomal RNA, internal transcribed spacer 1, 5.8S ribosomal RNA, internal transcribed spacer 2, and 28S ribosomal RNA"""															environmental			45.5	2.88				
JQ315577.1.1672_U	JQ315577	1	1672	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Scenedesmus	Scenedesmus_sp.					PLN	Scenedesmus sp. KMMCC 1533 18S ribosomal RNA gene, partial			KMMCC 1533				freshwater																							culture								
AB548689.1.1700_U	AB548689	1	1700	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	Chloromonas_pseudoplatyrhyncha					PLN	Chloromonas pseudoplatyrhyncha gene for 18S rRNA, partial sequence,			HjCl-3																											culture								
HE655247.1.941_U	HE655247	1	941	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.					ENV	Uncultured Chlorophyceae partial 18S rRNA gene, clone					PC09.G8_Lle_5		lake water			24-juil.-08		Spain:Central Pyrenees, Lake Llebreta	42.55 N 0.89 E																	environmental			42.55	0.89				
DQ009779.1.2065_G	DQ009779	1	2065	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Dunaliella	Dunaliella_salina					PLN	Dunaliella salina strain UTEX LB 200 18S ribosomal RNA gene,			UTEX LB 200																											culture								
AF514402.1.1757_U	AF514402	1	1757	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	Chloromonas_palatina					PLN	Chloromonas cf. palatina 025-99 18S ribosomal RNA gene, partial			CCCry 025-99																											culture								
KC487117.1.1642_U	KC487117	1	1642	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Dunaliella	Dunaliella_sp.					ENV	Uncultured Dunaliella isolate LT41_f01 18S ribosomal RNA gene,							Lake Tyrrell					Australia: Victoria																		environmental								
JN903975.1.1717_U	JN903975	1	1717	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_debaryana					PLN	Chlamydomonas debaryana strain SAG 26.72 18S ribosomal RNA gene,			SAG 26.72																											culture								
JQ315588.1.1670_U	JQ315588	1	1670	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Scenedesmus	Scenedesmus_sp.					PLN	Scenedesmus sp. KMMCC 374 18S ribosomal RNA gene, partial sequence.			KMMCC 374				seawater																							culture								
AB721066.1.1679_U	AB721066	1	1679	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Scenedesmus	Scenedesmus_sp.					ENV	Uncultured freshwater eukaryote gene for 18S rRNA, partial					F4_2010		water purification plant					Japan:Gunma, Kiryu																		environmental								
FN864876.1.1046_U	FN864876	1	1046	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_sp.					ENV	Uncultured eukaryote partial 18S rRNA gene, clone B334406A05.					B334406A05		River water			01-nov.-02		Spain	37.59 N 6.55 W																	environmental			37.59	-6.55				
