pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
JF714238.1.1757_U	JF714238	1	1757	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_lutheri					PLN	Pavlova lutheri strain AC538 18S ribosomal RNA gene, partial			AC538																											culture								
AF102369.1.1799_U	AF102369	1	1799	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_lutheri					PLN	Pavlova lutheri 18S ribosomal RNA gene, partial sequence.			CS 182																											culture								
JF489961.1.1799_U	JF489961	1	1799	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_lutheri					PLN	Pavlova lutheri isolate PlutheriIII 18S ribosomal RNA gene, partial						PlutheriIII																								isolate								
JF714236.1.1799_U	JF714236	1	1799	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_lutheri					PLN	Pavlova lutheri strain AC44 18S ribosomal RNA gene, partial			AC44																											culture								
JF714237.1.1801_U	JF714237	1	1801	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_lutheri					PLN	Pavlova sp. AC248 18S ribosomal RNA gene, partial sequence.			AC248																											culture								
DQ207406.1.1791_U	DQ207406	1	1791	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_noctivaga			1		PLN	Corcontochrysis noctivaga 18S ribosomal RNA gene, partial sequence.			AC 88																											culture								
JF714222.1.1791_U	JF714222	1	1791	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_noctivaga					PLN	Pavlova noctivaga strain SAG 5.83 18S ribosomal RNA gene, partial			SAG 5.83																											culture								
JF714243.1.1791_U	JF714243	1	1791	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_noctivaga					PLN	Pavlova noctivaga strain ACOI449 18S ribosomal RNA gene, partial			ACOI449																											culture								
HQ877916.1.1633_U	HQ877916	1	1633	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_sp.					PLN	Pavlova sp. CCMP 620 18S ribosomal RNA gene, partial sequence.			KMMCC H-16	CCMP:620																										culture								
HQ877919.1.1633_U	HQ877919	1	1633	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_sp.					PLN	Pavlova sp. KMMCC H-21 18S ribosomal RNA gene, partial sequence.			KMMCC H-21									South Korea: Yellow Sea																		culture								
JF714239.1.1797_U	JF714239	1	1797	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_sp.					PLN	Diacronema sp. AC247 18S ribosomal RNA gene, partial sequence.			AC247																											culture								
JF714240.1.1798_U	JF714240	1	1798	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_sp.					PLN	Diacronema sp. AC54 18S ribosomal RNA gene, partial sequence.			AC54																											culture								
AJ515248.1.1718_U	AJ515248	1	1718	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_virescens			1		PLN	Pavlova virescens 18S rRNA gene, strain HAP16.			HAP16									France:Octeville																		culture								
JF714235.1.1772_U	JF714235	1	1772	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_virescens					PLN	Pavlova virescens strain AC16 18S ribosomal RNA gene, partial			AC16																											culture								
HQ877913.1.1633_U	HQ877913	1	1633	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_viridis					PLN	Pavlova viridis strain KMMCC H-13 18S ribosomal RNA gene, partial			KMMCC H-13									China																		culture								
DQ075201.1.1724_U	DQ075201	1	1724	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_viridis			1		PLN	Pavlova viridis 18S ribosomal RNA gene, partial sequence.																																						
AJ515246.1.1722_U	AJ515246	1	1722	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_vlkianum			1		PLN	Diacronema vlkianum 18S rRNA gene, strain HAP67.			HAP67				saline spring					France																		culture								
HF678450.1.1722_U	HF678450	1	1722	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_vlkianum					PLN	Diacronema vlkianum partial 18S rRNA gene, strain VLP.			VLP									"Spain:Sevilla, Puebla del Rio, Parque natural Veta la Palma"""																		culture								
JF714241.1.1794_U	JF714241	1	1794	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_vlkianum					PLN	Diacronema vlkianum strain AC67 18S ribosomal RNA gene, partial			AC67																											culture								
AF106056.1.1796_U	AF106056	1	1796	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_vlkianum			1		PLN	Diacronema vlkianum 18S ribosomal RNA gene, partial sequence.			CCMP 504																											culture								
AB183595.1.1736_U	AB183595	1	1736	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_cf_gayraliae					PLN	Pavlova sp. MBIC10442 gene for 18S rRNA, partial sequence, strain:			MBIC10442												IIY019-4															culture								
AF106049.1.1776_U	AF106049	1	1776	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_cf_gayraliae			1		PLN	Pavlova sp. J013 18S ribosomal RNA gene, partial sequence.			J013																											culture								
AJ515250.1.1717_U	AJ515250	1	1717	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_gayraliae			1		PLN	Exanthemachrysis gayraliae 18S rRNA gene, strain HAP15.			HAP15									France:Sallenelles																		culture								
AF106050.1.1774_U	AF106050	1	1774	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_gayraliae			1		PLN	Exanthemachrysis gayraliae strain B18X 18S ribosomal RNA gene,			B18X																											culture								
AF106048.1.1776_U	AF106048	1	1776	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_gayraliae			1		PLN	Exanthemachrysis gayraliae strain Pav 8 18S ribosomal RNA gene,			Pav 8																											culture								
AF102372.1.1778_U	AF102372	1	1778	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_gayraliae			1		PLN	Exanthemachrysis gayraliae 18S ribosomal RNA gene, partial			B20W																											culture								
AF106060.1.1778_U	AF106060	1	1778	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_gayraliae			1		PLN	Exanthemachrysis gayraliae strain YP15 18S ribosomal RNA gene,			YP15																											culture								
DQ531625.1.1791_U	DQ531625	1	1791	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_gayraliae			1		PLN	Exanthemachrysis gayraliae strain AC15 18S ribosomal RNA gene,			AC15																											culture								
JF714223.1.1791_U	JF714223	1	1791	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_gayraliae					PLN	Exanthemachrysis gayraliae strain AC252 18S ribosomal RNA gene,			AC252																											culture								
JF714227.1.1775_U	JF714227	1	1775	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_sp.					PLN	Exanthemachrysis sp. AC35 18S ribosomal RNA gene, partial sequence.			AC35																											culture								
JF714228.1.1777_U	JF714228	1	1777	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_sp.					PLN	Exanthemachrysis sp. AC245 18S ribosomal RNA gene, partial			AC245																											culture								
JF714224.1.1788_U	JF714224	1	1788	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_sp.					PLN	Exanthemachrysis sp. AC37 18S ribosomal RNA gene, partial sequence.			AC37																											culture								
JF714226.1.1788_U	JF714226	1	1788	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_sp.					PLN	Exanthemachrysis sp. AC249 18S ribosomal RNA gene, partial			AC249																											culture								
JF714225.1.1791_U	JF714225	1	1791	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Exanthemachrysis	Exanthemachrysis_sp.					PLN	Exanthemachrysis sp. AC246 18S ribosomal RNA gene, partial			AC246																											culture								
JF714231.1.1788_U	JF714231	1	1788	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_granifera					PLN	Pavlova granifera strain AC539 18S ribosomal RNA gene, partial			AC539																											culture								
HQ877912.1.1635_U	HQ877912	1	1635	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans					PLN	Pavlova gyrans strain KMMCC H-12 18S ribosomal RNA gene, partial			KMMCC H-12	CCMP:607																										culture								
HQ877917.1.1635_U	HQ877917	1	1635	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans					PLN	Pavlova gyrans strain KMMCC H-17 18S ribosomal RNA gene, partial			KMMCC H-17	CCMP:1279																										culture								
KF925344.1.1663_U	KF925344	1	1663	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans					PLN	Pavlova gyrans voucher NCMA:CCMP608 18S ribosomal RNA gene, partial								NCMA:CCMP608																						specimen								
U40922.1.1772_U	U40922	1	1772	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans			1		PLN	Pavlova gyrans nuclear 18S ribosomal RNA gene.			CCMP 607																											culture								
AF106053.1.1790_U	AF106053	1	1790	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans			1		PLN	Pavlova lutheri 18S ribosomal RNA gene, partial sequence.			Pav 2																											culture								
AF106054.1.1790_U	AF106054	1	1790	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans			1		PLN	Pavlova gyrans strain ISR118-09 18S ribosomal RNA gene, partial			ISR118-09																											culture								
JF489960.1.1790_U	JF489960	1	1790	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans					PLN	Pavlova lutheri isolate PlutheriII 18S ribosomal RNA gene, partial						PlutheriII																								isolate								
AF106055.1.1793_U	AF106055	1	1793	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans			1		PLN	Pavlova gyrans strain ISR80-3 18S ribosomal RNA gene, partial			ISR80-3																											culture								
AF102371.1.1794_U	AF102371	1	1794	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans			1		PLN	Pavlova gyrans 18S ribosomal RNA gene, partial sequence.			Pav 3																											culture								
AF106051.1.1795_U	AF106051	1	1795	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans			1		PLN	Pavlova gyrans strain Pav 1 18S ribosomal RNA gene, partial			Pav 1																											culture								
JF714246.1.1796_U	JF714246	1	1796	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans					PLN	Pavlova gyrans strain CCAP940/1b 18S ribosomal RNA gene, partial			CCAP940/1b																											culture								
JF714249.1.1796_U	JF714249	1	1796	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_gyrans					PLN	Pavlova gyrans strain AC28 18S ribosomal RNA gene, partial			AC28																											culture								
HQ877914.1.1629_U	HQ877914	1	1629	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis					PLN	Pavlova pinguis strain KMMCC H-14 18S ribosomal RNA gene, partial			KMMCC H-14	CCMP:609																										culture								
AB293551.1.1721_U	AB293551	1	1721	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis					PLN	Pavlova pinguis gene for 18S ribosomal RNA, partial sequence.												Japan:Fukuoka,Kitakyushu																										
AB183600.1.1744_U	AB183600	1	1744	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis			1		PLN	Pavlova pinguis gene for 18S rRNA, partial sequence, strain:			MBIC10458												IIY089-1															culture								
AF106052.1.1758_U	AF106052	1	1758	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis			1		PLN	Pavlova pinguis strain Pav 4 18S ribosomal RNA gene, partial			Pav 4																											culture								
AF102370.1.1765_U	AF102370	1	1765	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis			1		PLN	Pavlova pinguis strain CCMP 1416 18S ribosomal RNA gene, partial			CCMP 1416																											culture								
AF102373.1.1780_U	AF102373	1	1780	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis			1		PLN	Pavlova pinguis strain SA19-04 18S ribosomal RNA gene, partial			SA19-04																											culture								
AF106058.1.1782_U	AF106058	1	1782	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis			1		PLN	Pavlova pinguis strain IIY089 18S ribosomal RNA gene, partial			IIY089																											culture								
AF106057.1.1783_U	AF106057	1	1783	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis			1		PLN	Pavlova pinguis strain KD6B 18S ribosomal RNA gene, partial			KD6B																											culture								
AF106047.1.1787_U	AF106047	1	1787	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis			1		PLN	Pavlova pinguis strain Pav 6 18S ribosomal RNA gene, partial			Pav 6																											culture								
JF714247.1.1796_U	JF714247	1	1796	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis					PLN	Pavlova pinguis strain CCAP940/2 18S ribosomal RNA gene, partial			CCAP940/2																											culture								
JF714248.1.1796_U	JF714248	1	1796	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_pinguis					PLN	Pavlova pinguis strain CCAP940/3 18S ribosomal RNA gene, partial			CCAP940/3																											culture								
DQ075199.1.1329_U	DQ075199	1	1329	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.			1		PLN	Pavlova sp. J1 18S ribosomal RNA gene, partial sequence.																																						
HQ877915.1.1629_U	HQ877915	1	1629	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.					PLN	Pavlova sp. CCMP 1390 18S ribosomal RNA gene, partial sequence.			KMMCC H-15	CCMP:1390																										culture								
AJ515249.1.1708_U	AJ515249	1	1708	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.			1		PLN	Pavlova pseudogranifera 18S rRNA gene, strain HAP33.			HAP33									Syria																		culture								
AB183627.1.1738_U	AB183627	1	1738	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.			1		PLN	Pavlova sp. MBIC10665 gene for 18S rRNA, partial sequence, strain:			MBIC10665												PS-64 5 K60															culture								
AB183598.1.1742_U	AB183598	1	1742	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.			1		PLN	Pavlova sp. MBIC10455 gene for 18S rRNA, partial sequence, strain:			MBIC10455												IIY071															culture								
JF714233.1.1749_U	JF714233	1	1749	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.					PLN	Pavlova sp. AC19 18S ribosomal RNA gene, partial sequence.			AC19																											culture								
AB183588.1.1750_U	AB183588	1	1750	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.					PLN	Pavlova sp. MBIC10094 gene for 18S rRNA, partial sequence, strain:			MBIC10094												H02-3															culture								
AB183623.1.1750_U	AB183623	1	1750	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.			1		PLN	Pavlova sp. MBIC10635 gene for 18S rRNA, partial sequence, strain:			MBIC10635												PS-22 4 K120															culture								
AB183624.1.1750_U	AB183624	1	1750	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.			1		PLN	Pavlova sp. MBIC10640 gene for 18S rRNA, partial sequence, strain:			MBIC10640												PS-27 5 K40															culture								
AB183625.1.1750_U	AB183625	1	1750	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.					PLN	Pavlova sp. MBIC10652 gene for 18S rRNA, partial sequence, strain:			MBIC10652												PS-43 6 K40															culture								
AJ243369.1.1763_U	AJ243369	1	1763	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.			1		PLN	Pavlova sp. CCMP1416 18S rRNA gene.			CCMP1416									USA																		culture								
U40925.1.1765_U	U40925	1	1765	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.			1		PLN	Coccoid haptophyte CCMP1416 nuclear 18S ribosomal RNA gene.			CCMP 1416																											culture								
JF714230.1.1781_U	JF714230	1	1781	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.					PLN	Pavlova sp. AC251 18S ribosomal RNA gene, partial sequence.			AC251																											culture								
JF714229.1.1783_U	JF714229	1	1783	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.					PLN	Pavlova sp. AC33 18S ribosomal RNA gene, partial sequence.			AC33																											culture								
JF714234.1.1788_U	JF714234	1	1788	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.					PLN	Pavlova sp. AC248 18S ribosomal RNA gene, partial sequence.			AC248																											culture								
JF714232.1.1791_U	JF714232	1	1791	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Pavlova	Pavlova_sp.					PLN	Pavlova sp. AC250 18S ribosomal RNA gene, partial sequence.			AC250																											culture								
JF714244.1.1679_U	JF714244	1	1679	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Rebecca	Rebecca_salina					PLN	Rebecca salina strain PLY465 18S ribosomal RNA gene, partial			PLY465																											culture								
AF102987.1.1758_U	AF102987	1	1758	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Rebecca	Rebecca_salina			1		PLN	Pavlova salina 18S ribosomal RNA gene, partial sequence.			19R																											culture								
AF106059.1.1778_U	AF106059	1	1778	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Rebecca	Rebecca_salina			1		PLN	Pavlova salina 18S ribosomal RNA gene, partial sequence.			93Y																											culture								
L34669.1.1779_U	L34669	1	1779	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Rebecca	Rebecca_salina			1		PLN	Pavlova salina 18S ribosomal RNA.			Plymouth 486																											culture								
JF714245.1.1677_U	JF714245	1	1677	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Rebecca	Rebecca_sp.					PLN	Rebecca sp. AC537 18S ribosomal RNA gene, partial sequence.			AC537																											culture								
AB983344.1.1660_U	AB983344	1	1660	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Calcihaptophycidae	Calcihaptophycidae_X	Gladiolithus	Gladiolithus_sp.				2014-10-15 00:00:00	PLN	Gladiolithus sp. KH-2014 gene for 18S ribosomal RNA, partial sequence, isolate: VFsc24.	Gladiolithus sp. KH-2014					VFsc24	sea water					France	43.6833 N 7.3166 E																	isolate			43.6833	7.3166				
AB983345.1.1693_U	AB983345	1	1693	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Calcihaptophycidae	Calcihaptophycidae_X	Gladiolithus	Gladiolithus_sp.				2014-10-15 00:00:00	PLN	Gladiolithus sp. KH-2014 gene for 18S ribosomal RNA, partial sequence, isolate: VFsc26.	Gladiolithus sp. KH-2014					VFsc26	sea water					France	43.6833 N 7.3166 E																	isolate			43.6833	7.3166				
AB158370.1.1763_U	AB158370	1	1763	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Calcihaptophycidae	Chrysoculteraceae	Chrysoculter	Chrysoculter_rhomboideus			1		PLN	Chrysoculter rhomboideus gene for 18S ribosomal RNA, partial																																						
AB636316.1.1726_U	AB636316	1	1726	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Calcihaptophycidae	Watznaueriaceae	Tergestiella	Tergestiellaadriatica				2015-02-11 00:00:00	PLN	Tergestiella adriatica gene for 18S ribosomal RNA, partial sequence, isolate: T5.	Tergestiella adriatica					T5				2010-06-20		Japan: Tottori, Tomari Port	35.52 N 133.94 E																	isolate			35.52	133.94				
