pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
AJ544647.1.1728_U	AJ544647	1	1728	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula partial 18S rRNA gene, strain PSEUDOCAP-1.			PSEUDOCAP-1				fresh water					United Kingdom:Edinburgh, Threipmuir Reservoir																		culture								
JN418578.1.1705_U	JN418578	1	1705	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 4 CS-2011 18S ribosomal RNA gene, partial sequence.			(Wie)a							26-Feb-2007		Netherlands		P. Vanormelingen																culture								
AM501986.1.1737_U	AM501986	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_obscura					PLN	Pinnularia obscura 18S rRNA gene, strain AT-70Gel12b.			AT-70Gel12b									Germany																		culture								
AJ544655.1.1720_U	AJ544655	1	1720	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_laevissima					PLN	Sellaphora laevissima partial 18S rRNA gene, strain SCOT.			SCOT				fresh water					United Kingdom:Edinburgh, Threipmuir Reservoir																		culture								
AM501981.1.1737_U	AM501981	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_microstauron					PLN	Pinnularia microstauron 18S rRNA gene, strain AT-105Gel08.			AT-105Gel08									Germany																		culture								
JN418571.1.1647_U	JN418571	1	1647	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_neomajor					PLN	Pinnularia neomajor strain (Tor1)a 18S ribosomal RNA gene, partial			(Tor1)a							30-janv.-07		Chile		C. Souffreau	authority: Pinnularia neomajor Krammer															culture								
JN418575.1.1705_U	JN418575	1	1705	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_borealis					PLN	Pinnularia borealis var. subislandica strain (Tor3)a 18S ribosomal			(Tor3)a							30-janv.-07		Chile		C. Souffreau	"authority: Pinnularia borealis Ehrenberg var. subislandica Krammer"""															culture								
JN418597.1.1703_U	JN418597	1	1703	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_acuminata					PLN	Pinnularia acuminata strain Pin 876 TM 18S ribosomal RNA gene,			Pin 876 TM							02-Apr-2008		United Kingdom		D.G. Mann	authority: Pinnularia acuminata W. Smith															culture								
AJ544646.1.1718_U	AJ544646	1	1718	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula partial 18S rRNA gene, strain RECT-4.			RECT-4				fresh water					United Kingdom:Edinburgh, Blackford Pond																		culture								
JN418582.1.1706_U	JN418582	1	1706	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 7 CS-2011 18S ribosomal RNA gene, partial sequence.			(Tor7)c							31-janv.-07		Chile		C. Souffreau	group: Pinnularia sp. (divergens-group)															culture								
JN418586.1.1397_U	JN418586	1	1397	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 9 CS-2011 18S ribosomal RNA gene, partial sequence.			Pin 883 TM							02-mars-08		United Kingdom		D.G. Mann	group: Pinnularia sp. (subcommutata-group)															culture								
EF151983.1.1744_U	EF151983	1	1744	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula clone AUS4 18S ribosomal RNA gene, partial					AUS4			E3466							Sellaphora pupula agg. 'southern pseudocapitate'															specimen								
AJ535155.1.1777_U	AJ535155	1	1777	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula_f._capitata			1		PLN	Sellaphora pupula v. captitata 18S rRNA gene.												United Kingdom			forma: capitata																							
EF151973.1.1743_U	EF151973	1	1743	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula clone BEL2 18S ribosomal RNA gene, partial					BEL2			E3620							Sellaphora pupula agg. 'cf. obese'															specimen								
AM501992.1.1736_U	AM501992	1	1736	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_rupestris			1		PLN	Pinnularia rupestris 18S rRNA gene, strain AT-160Gel10.			AT-160Gel10									Germany																		culture								
AM501983.1.1737_U	AM501983	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_microstauron					PLN	Pinnularia microstauron 18S rRNA gene, strain AT-113Gel11.			AT-113Gel11									Germany																		culture								
EF151968.1.1711_U	EF151968	1	1711	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Rossia	Rossia_sp.					PLN	Rossia sp. E3333 18S ribosomal RNA gene, partial sequence.					CH2			E3333																						specimen								
JN418570.1.1534_U	JN418570	1	1534	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_borealis					PLN	Pinnularia borealis strain (Tor12)d 18S ribosomal RNA gene, partial			(Tor12)d							02-Feb-2007		Chile		C. Souffreau	"authority: Pinnularia borealis Ehrenberg cf. var. subislandica Krammer"""															culture								
AM502021.1.1737_U	AM502021	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_acrosphaeria			1		PLN	Pinnularia acrosphaeria 18S rRNA gene, strain AT-161.03.			AT-161.03									Germany																		culture								
AJ535154.1.1782_U	AJ535154	1	1782	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. LM2002 18S rRNA gene.												United Kingdom																										
JN418585.1.1079_U	JN418585	1	1079	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_neomajor					PLN	Pinnularia neomajor strain Corsea 2 18S ribosomal RNA gene, partial			Corsea 2							06-Apr-2008		United Kingdom		P. Vanormelingen	authority: Pinnularia neomajor Krammer															culture								
AM743094.1.1607_U	AM743094	1	1607	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_acrosphaeria			1		PLN	Pinnularia acrosphaeria partial 18S rRNA gene, strain L1145.			L1145																											culture								
KC736641.1.1682_U	KC736641	1	1682	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_acrosphaeria					PLN	Pinnularia acrosphaeria clone TCC472 18S ribosomal RNA gene,					TCC472		river			18-Apr-2009		France: Mayotte																		environmental								
JN418589.1.1702_U	JN418589	1	1702	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_viridiformis					PLN	Pinnularia viridiformis strain Pin 870 MG 18S ribosomal RNA gene,			Pin 870 MG							02-mars-08		United Kingdom		D.G. Mann	authority: Pinnularia viridiformis Krammer															culture								
AJ544651.1.1734_U	AJ544651	1	1734	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 26S			CAP				fresh water					United Kingdom:Edinburgh, Blackford Pond			internal transcribed spacer 1, ITS1															culture								
AM743096.1.1601_U	AM743096	1	1601	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_biceps			1		PLN	Pinnularia biceps partial 18S rRNA gene, strain L821.			L821																											culture								
EF151962.1.1781_U	EF151962	1	1781	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula clone RBG1 18S ribosomal RNA gene, partial					RBG1			E3024							Sellaphora pupula agg. 'elliptical'															specimen								
AM501969.1.1737_U	AM501969	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Mayamaea	Mayamaea_atomus_var._permitis					PLN	Mayamaea atomus var. permitis 18S rRNA gene, strain AT-101Gel04.			AT-101Gel04									Germany																		culture								
JN418583.1.1129_U	JN418583	1	1129	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 8 CS-2011 18S ribosomal RNA gene, partial sequence.			PinnC7							Dec-2004		"French Southern and Antarctic Lands: New Amsterdam"""		B. Van de Vijver																culture								
AM743098.1.1601_U	AM743098	1	1601	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_brebissonii			1		PLN	Pinnularia brebissonii partial 18S rRNA gene, strain L916.			L916																											culture								
JN418591.1.1272_U	JN418591	1	1272	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_parvulissima					PLN	Pinnularia parvulissima strain Pin 877 TM 18S ribosomal RNA gene,			Pin 877 TM							02-mars-08		United Kingdom		D.G. Mann	authority: Pinnularia parvulissima Krammer															culture								
HQ912604.1.1740_U	HQ912604	1	1740	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_brebissonii					PLN	Pinnularia brebissonii strain UTEX FD274 18S small subunit			UTEX FD274																											culture								
JN418590.1.1706_U	JN418590	1	1706	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 10 CS-2011 18S ribosomal RNA gene, partial sequence.			Pin 873 TM							02-mars-08		United Kingdom		D.G. Mann																culture								
AM502036.1.1736_U	AM502036	1	1736	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_substreptoraphe					PLN	Pinnularia substreptoraphe 18S rRNA gene, strain AT-70.09.			AT-70.09									Germany																		culture								
EF151961.1.1742_U	EF151961	1	1742	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula clone DUN7 18S ribosomal RNA gene, partial					DUN7			E3638							Sellaphora pupula agg. 'small capitate'															specimen								
AM743104.1.1612_U	AM743104	1	1612	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_obscura					PLN	Pinnularia obscura partial 18S rRNA gene, strain DBV 100.			DBV 100																											culture								
HQ912601.1.1744_U	HQ912601	1	1744	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_termitina					PLN	Pinnularia termitina strain UTEX FD484 18S small subunit ribosomal			UTEX FD484																											culture								
AM501954.1.1728_U	AM501954	1	1728	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Caloneis	Caloneis_amphisbaena			1		PLN	Caloneis amphisbaena 18S rRNA gene, strain AT-177.07.			AT-177.07									Germany																		culture								
JN418574.1.1703_U	JN418574	1	1703	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_viridiformis					PLN	Pinnularia viridiformis strain (Enc2)a 18S ribosomal RNA gene,			(Enc2)a							22-Feb-2007		Chile		C. Souffreau	authority: Pinnularia viridiformis Krammer															culture								
JN418595.1.1454_U	JN418595	1	1454	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 11 CS-2011 18S ribosomal RNA gene, partial sequence.			Pin 649 K							02-Dec-2007		Australia		K.M. Evans	group: Pinnularia sp. (subcommutata-group)															culture								
AY557473.1.2463_U	AY557473	1	2463	Eukaryota	Opisthokonta	Metazoa	Mollusca	Cephalopoda	Cephalopoda_X	Rossia_cephalopod	Rossia_palpebrosa					INV	Rossia palpebrosa 18S ribosomal RNA gene, complete sequence.																																						
AJ544658.1.1761_U	AJ544658	1	1761	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_interrupta					PLN	Pinnularia cf. interrupta 18S rRNA gene, strain TE1.			TE1				fresh water																							culture								
AM502003.1.1737_U	AM502003	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Caloneis	Caloneis_budensis			1		PLN	Caloneis budensis 18S rRNA gene, strain AT-220.06.			AT-220.06									Germany																		culture								
AM501980.1.1737_U	AM501980	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_anglica					PLN	Pinnularia anglica 18S rRNA gene, strain AT-100Gel01.			AT-100Gel01									Germany																		culture								
KC736642.1.1692_U	KC736642	1	1692	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_seminulum					PLN	Sellaphora seminulum clone TCC461 18S ribosomal RNA gene, partial					TCC461		river			18-Apr-2009		France: Mayotte																		environmental								
EF151977.1.1743_U	EF151977	1	1743	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_gibba					PLN	Pinnularia cf. gibba clone 12 18S ribosomal RNA gene, partial					12			E3603																						specimen								
JN418579.1.1630_U	JN418579	1	1630	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_subcapitata					PLN	Pinnularia subcapitata var. elongata strain (Wie)c 18S ribosomal			(Wie)c							26-Feb-2007		Netherlands		P. Vanormelingen	"authority: Pinnularia subcapitata var. elongata Krammer"""															culture								
JN418592.1.1114_U	JN418592	1	1114	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_borealis					PLN	Pinnularia borealis strain Alka 1 18S ribosomal RNA gene, partial			Alka 1							19-Apr-2006		Czech Republic		A. Pouliakova	authority: Pinnularia borealis Ehrenberg															culture								
JN418600.1.1651_U	JN418600	1	1651	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Mayamaea	Mayamaea_atomus					PLN	Mayamaea atomus var. permitis strain (Wes2)f 18S ribosomal RNA			(Wes2)f							03-mars-08		Belgium		C. Souffreau	"authority: Mayamaea atomus (Kutzing) Lange-Bertalot var. permitis"""															culture								
EF151981.1.1741_U	EF151981	1	1741	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_laevissima					PLN	Sellaphora laevissima clone THR4 18S ribosomal RNA gene, partial					THR4			E3651																						specimen								
AM501968.1.1737_U	AM501968	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Mayamaea	Mayamaea_atomus_var._atomus			1		PLN	Mayamaea atomus var. atomus 18S rRNA gene, strain AT-115Gel07.			AT-115Gel07									Germany																		culture								
AM501984.1.1737_U	AM501984	1	1737	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_microstauron			1		PLN	Pinnularia microstauron 18S rRNA gene, strain AT-69.06.			AT-69.06									Germany																		culture								
EF151965.1.1778_U	EF151965	1	1778	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_auldreekie			1		PLN	Sellaphora auldreekie clone DUN1 18S ribosomal RNA gene, partial					DUN1			E3018																						specimen								
JN418577.1.1475_U	JN418577	1	1475	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 3 CS-2011 18S ribosomal RNA gene, partial sequence.			(Tor8)b							31-janv.-07		Chile		C. Souffreau	group: Pinnularia sp. (gibba-group)															culture								
JN418581.1.1705_U	JN418581	1	1705	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 6 CS-2011 18S ribosomal RNA gene, partial sequence.			(Tor4)r							31-janv.-07		Chile		C. Souffreau																culture								
JN418588.1.1706_U	JN418588	1	1706	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_grunowii					PLN	Pinnularia grunowii strain Pin 889 MG 18S ribosomal RNA gene,			Pin 889 MG							02-mars-08		United Kingdom		D.G. Mann	authority: Pinnularia grunowii Krammer															culture								
EF151982.1.1739_U	EF151982	1	1739	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula clone AUS1 18S ribosomal RNA gene, partial					AUS1			E3623							Sellaphora pupula agg. 'southern capitate'															specimen								
EF151979.1.1777_U	EF151979	1	1777	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_laevissima					PLN	Sellaphora laevissima clone THR1 18S ribosomal RNA gene, partial					THR1			E3173																						specimen								
JN418593.1.1454_U	JN418593	1	1454	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Caloneis	Caloneis_silicula					PLN	Caloneis silicula strain Cal 890 TM 18S ribosomal RNA gene, partial			Cal 890 TM							02-mars-08		United Kingdom		D.G. Mann	authority: Caloneis silicula (Ehrenberg) Cleve															culture								
JN418572.1.1706_U	JN418572	1	1706	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_sp.					PLN	Pinnularia sp. 1 CS-2011 18S ribosomal RNA gene, partial sequence.			(Tor1)b							30-janv.-07		Chile		C. Souffreau	group: Pinnularia sp. (divergens-group)															culture								
EF151971.1.1787_U	EF151971	1	1787	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_capitata					PLN	Sellaphora capitata clone BLA10 18S ribosomal RNA gene, partial					BLA10			E2632							"identical sequence found in specimen vouchers E2633 and E3183"""															specimen								
EF151964.1.1782_U	EF151964	1	1782	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula clone RBG2 18S ribosomal RNA gene, partial					RBG2			E3020							Sellaphora pupula agg. 'little'															specimen								
JN418596.1.1705_U	JN418596	1	1705	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_neglectiformis					PLN	Pinnularia neglectiformis strain Pin 706 F 18S ribosomal RNA gene,			Pin 706 F							23-janv.-08		United Kingdom		D.G. Mann	authority: Pinnularia neglectiformis Krammer															culture								
EF151967.1.1787_U	EF151967	1	1787	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_seminulum					PLN	Sellaphora cf. seminulum clone TM37 18S ribosomal RNA gene, partial					TM37			E3168																						specimen								
EF151980.1.1753_U	EF151980	1	1753	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_bacillum					PLN	Sellaphora bacillum clone BLA3 18S ribosomal RNA gene, partial					BLA3			E3147																						specimen								
JN418587.1.1511_U	JN418587	1	1511	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_nodosa					PLN	Pinnularia nodosa strain Pin 885 TM 18S ribosomal RNA gene, partial			Pin 885 TM							02-mars-08		United Kingdom		D.G. Mann	authority: Pinnularia nodosa (Ehrenberg) W. Smith															culture								
EF151974.1.1744_U	EF151974	1	1744	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula clone BLA16 18S ribosomal RNA gene, partial					BLA16			E3658							Sellaphora pupula agg. 'spindle'															specimen								
AM743103.1.1608_U	AM743103	1	1608	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_nodosa					PLN	Pinnularia nodosa partial 18S rRNA gene, strain L1631.			L1631																											culture								
EF151960.1.1184_U	EF151960	1	1184	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Fallacia	Fallacia_forcipata					PLN	Fallacia cf. forcipata clone Fallacia8 18S ribosomal RNA gene,					Fallacia8			E3662																						specimen								
AJ867027.1.1543_U	AJ867027	1	1543	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia_rupestris					PLN	Pinnularia rupestris partial 18S rRNA gene, clone PRUP1.					PRUP1		benthos					Luxembourg:Rollingerbaach river																		environmental								
AJ544653.1.1713_U	AJ544653	1	1713	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Sellaphora	Sellaphora_pupula					PLN	Sellaphora pupula partial 18S rRNA gene, strain SM-BLCAP.			SM-BLCAP				fresh water					United Kingdom:Edinburgh, Threipmuir Reservoir																		culture								
