pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
AF022198.1.1801_U	AF022198	1	1801	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra			1	1998-01-28 00:00:00	PLN	Heterocapsa triquetra 18S ribosomal RNA gene, complete sequence.																	Saunders,G.W., Hill,D.R., Sexton,J.P. and Andersen,R.A.	(in) Bhattacharya,D. (Ed.);							marine pelagic biome													
HQ865068.1.888_U	HQ865068	1	888	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX666 18S ribosomal RNA gene, partial					SGPX666		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ864897.1.880_U	HQ864897	1	880	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX466 18S ribosomal RNA gene, partial					SGPX466		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
EF492500.1.1698_U	EF492500	1	1698	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea			1		PLN	Heterocapsa pygmaea isolate CCMP1322 18S small subunit ribosomal						CCMP1322																								isolate								
JN098200.1.1539_U	JN098200	1	1539	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured dinoflagellate clone 26LI08 small subunit ribosomal RNA					26LI08		Northport Harbor, Long Island Sound																							environmental								
FJ914475.1.1522_U	FJ914475	1	1522	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured marine dinoflagellate clone S38 18S ribosomal RNA gene,					S38		"ocean off the coast of southeastern North Carolina"""					USA: North Carolina																		environmental								
HQ869304.1.867_U	HQ869304	1	867	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_rotundata					ENV	Uncultured eukaryote clone SHBA644 18S ribosomal RNA gene, partial					SHBA644		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			24-Apr-2007		Canada: Vancouver																		environmental								
FJ832117.1.1590_U	FJ832117	1	1590	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured marine picoplankton clone BW-dinoclone19 small subunit					BW-dinoclone19		"ship originating from Singapore ballast water"""			17-Dec-2007		South Korea: Busan																		environmental								
AF033865.1.1801_U	AF033865	1	1801	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_sp.			1		PLN	Cachonina hallii small subunit ribosomal RNA gene, complete																																						
JF826366.1.1613_U	JF826366	1	1613	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured marine alveolate clone North_Pole_SW30_140 18S ribosomal					North_Pole_SW30_140		"water at 30 m depth under North Pole sea ice"""																							environmental								
EF527103.1.1801_U	EF527103	1	1801	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured marine eukaryote clone SIF_1E11 18S ribosomal RNA gene,					SIF_1E11		marine environment																							environmental								
AY628364.1.822_U	AY628364	1	822	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra					ENV	Uncultured dinoflagellate clone BF13 18S ribosomal RNA gene,					BF13		Jiaozhou Bay								ssu															environmental								
GU647165.1.1538_U	GU647165	1	1538	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra					ENV	Uncultured dinoflagellate clone AP_dino18S-11 18S small subunit					AP_dino18S-11		">5 micrometer fraction of surface water, Long Island Sound, Avery Point (AP)"""					USA	41.32 N 72.06 W		"similar to Heterocapsa triquetra isolate gsw0206-2 (INSD accession AY421787)"""															environmental			41.32	-72.06				
JN098195.1.1537_U	JN098195	1	1537	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured dinoflagellate clone 21LI08 small subunit ribosomal RNA					21LI08		Northport Harbor, Long Island Sound																							environmental								
EF492492.1.1787_U	EF492492	1	1787	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_cf._niei			1	2008-03-31 00:00:00	PLN	Gymnodinium sp. CCMP424 18S small subunit ribosomal RNA gene,																	Leblond,J.D., Logares,R., Rengefors,K. and Evens,T.J.	Unpublished							marine pelagic biome													
DQ310340.1.1566_U	DQ310340	1	1566	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured marine eukaryote clone FV18_2B3 small subunit ribosomal					FV18_2B3		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
GU594638.1.1666_U	GU594638	1	1666	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra			1	2012-05-31 00:00:00	PLN	Heterocapsa triquetra 18S ribosomal RNA gene, partial sequence.			CCMP448	CCMP:448													Cleary,A.C., Durbin,E.G. and Rynearson,T.A.	Mar. Ecol. Prog. Ser. 455, 157-172 (2012)							marine pelagic biome					culture								
EU371191.1.1790_U	EU371191	1	1790	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_sp.					ENV	Uncultured marine eukaryote clone NPK2_180 18S ribosomal RNA gene					NPK2_180		2m sea water sample from Arctic																							environmental								
HQ865145.1.863_U	HQ865145	1	863	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_rotundata					ENV	Uncultured eukaryote clone SGPX758 18S ribosomal RNA gene, partial					SGPX758		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ864940.1.877_U	HQ864940	1	877	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX515 18S ribosomal RNA gene, partial					SGPX515		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
HQ869607.1.918_U	HQ869607	1	918	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SHBF580 18S ribosomal RNA gene, partial					SHBF580		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			24-Apr-2007		Canada: Vancouver																		environmental								
AJ415514.1.1749_U	AJ415514	1	1749	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra			1	2003-12-04 00:00:00	PLN	Heterocapsa triquetra 18S rRNA gene.																	Shalchian-Tabrizi,K., Tengs,T., Klaveness,D., Rudi,K. and	Unpublished							marine pelagic biome													
AY664920.1.1755_U	AY664920	1	1755	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured eukaryote clone SCM27C55 18S ribosomal RNA gene, partial					SCM27C55		"deep chlorophyll maximum in Sargasso Sea mesoscale eddies"""								collected October 2001															environmental								
HM561125.1.921_U	HM561125	1	921	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured alveolate clone CFL161DB27 18S ribosomal RNA gene,					CFL161DB27		ocean water at 12m depth			19-May-2008		Canada	70.66 N 122.88 W		PCR_primers=fwd_name: 336f, rev_name: eukr															environmental			70.66	-122.88				
EF100400.1.1399_U	EF100400	1	1399	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone D2P04C05 18S ribosomal RNA gene, partial					D2P04C05		"oxygen-depleted intertidal marine sediment, upper 2 cm sediment surface"""					Greenland: Arctic																		environmental								
FJ914432.1.1485_U	FJ914432	1	1485	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra					ENV	Uncultured marine dinoflagellate clone B39 18S ribosomal RNA gene,					B39		"ocean off the coast of southeastern North Carolina"""					USA: North Carolina																		environmental								
AF274267.1.1752_U	AF274267	1	1752	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_rotundata			1	2001-09-10 00:00:00	PLN	Heterocapsa rotundata strain CCCM 680 small subunit ribosomal RNA			CCCM 680														Saldarriaga,J.F., Taylor,F.J., Keeling,P.J. and Cavalier-Smith,T.	J. Mol. Evol. 53 (3), 204-213 (2001)							marine pelagic biome					culture								
AB183639.1.1753_U	AB183639	1	1753	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_sp.			1		PLN	Cachonina sp. MBIC10795 gene for 18S rRNA, partial sequence,			MBIC10795												H06-100 A															culture								
HQ864970.1.884_U	HQ864970	1	884	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX552 18S ribosomal RNA gene, partial					SGPX552		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
EF526783.1.1343_U	EF526783	1	1343	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured marine eukaryote clone NA1_4B6 18S ribosomal RNA gene,					NA1_4B6		marine environment																							environmental								
AY421787.1.1788_U	AY421787	1	1788	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra			1	2007-03-15 00:00:00	PLN	Heterocapsa triquetra isolate GSW0206-2 small subunit ribosomal RNA						GSW0206-2											Kim,S.H., Kim,K.Y., Kim,C.H., Lee,W.S., Chang,M. and Lee,J.H.	J. Microbiol. Biotechnol. 14, 959-966 (2004)							marine pelagic biome					isolate								
HQ864874.1.892_U	HQ864874	1	892	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX438 18S ribosomal RNA gene, partial					SGPX438		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
EF527048.1.1390_U	EF527048	1	1390	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured marine eukaryote clone SIF_3F4 18S ribosomal RNA gene,					SIF_3F4		marine environment																							environmental								
HQ864980.1.884_U	HQ864980	1	884	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX562 18S ribosomal RNA gene, partial					SGPX562		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
JX661030.1.1079_U	JX661030	1	1079	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_sp.			1	2012-11-11 00:00:00	PLN	Heterocapsa sp. JD-2012 isolate Vil39 18S ribosomal RNA gene,						Vil39	"endosymbiotic microalgae microdissected from Acantharia"""		Acanthochiasma sp.	2010		France	43.68 N 7.31 E				Decelle,J., Probert,I., Bittner,L., Desdevises,Y., Colin,S., de	Proc. Natl. Acad. Sci. U.S.A. 109 (44), 18000-18005 (2012)							marine pelagic biome	symbiont	Acanthochiasma sp.			isolate	single cell isolation		43.68	7.31				
JN832715.1.1710_U	JN832715	1	1710	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured eukaryote clone E_MO_3E01_OTU15 18S ribosomal RNA gene,					E_MO_3E01_OTU15		"seawater from coral reef at 365 m depth, mid-Norwegian continental margin"""						65.1361 N 6.4672 E																	environmental			65.1361	6.4672				
HQ865078.1.884_U	HQ865078	1	884	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX676 18S ribosomal RNA gene, partial					SGPX676		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
DQ386738.1.1537_U	DQ386738	1	1537	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured marine picoplankton AP-picoclone2 small subunit					AP-picoclone2																									environmental								
HQ865080.1.883_U	HQ865080	1	883	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX678 18S ribosomal RNA gene, partial					SGPX678		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
AF372783.1.1687_U	AF372783	1	1687	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_sp.					ENV	Uncultured alveolate clone BAQA279 small subunit ribosomal RNA					BAQA279																									environmental								
HQ902266.1.1050_U	HQ902266	1	1050	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra					PLN	Heterocapsa triquetra clone St1-1 18S ribosomal RNA gene, partial					St1-1							South Korea: Lake Shihwa (Station 1)																		environmental								
HQ864869.1.876_U	HQ864869	1	876	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX428 18S ribosomal RNA gene, partial					SGPX428		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
FJ914431.1.1524_U	FJ914431	1	1524	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured marine dinoflagellate clone B37 18S ribosomal RNA gene,					B37		"ocean off the coast of southeastern North Carolina"""					USA: North Carolina																		environmental								
AY664944.1.1755_U	AY664944	1	1755	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata					ENV	Uncultured eukaryote clone SCM27C56 18S ribosomal RNA gene, partial					SCM27C56		"deep chlorophyll maximum in Sargasso Sea mesoscale eddies"""								collected October 2001															environmental								
JN098203.1.1536_U	JN098203	1	1536	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured dinoflagellate clone 29LI08 small subunit ribosomal RNA					29LI08		Northport Harbor, Long Island Sound																							environmental								
AB183670.1.1754_U	AB183670	1	1754	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_triquetra			1	2004-07-22 00:00:00	PLN	Heterocapsa triquetra gene for 18S rRNA, partial sequence, strain:			MBIC11142												Kes-2		Sekiguchi,H., Atsumi,M., Dobashi,S. and Kurano,N.	Unpublished							marine pelagic biome					culture								
FJ832108.1.1588_U	FJ832108	1	1588	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured marine plankton clone BW-dinoclone10 small subunit					BW-dinoclone10		"ship originating from Singapore ballast water"""			17-Dec-2007		South Korea: Busan																		environmental								
JX661034.1.1143_U	JX661034	1	1143	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_sp.			1	2012-11-11 00:00:00	PLN	Heterocapsa sp. JD-2012 isolate AC24-1 18S ribosomal RNA gene,						AC24-1	"endosymbiotic microalgae microdissected from Acantharia"""		Acanthochiasma sp.	2011		France	43.68 N 7.31 E				Decelle,J., Probert,I., Bittner,L., Desdevises,Y., Colin,S., de	Proc. Natl. Acad. Sci. U.S.A. 109 (44), 18000-18005 (2012)							marine pelagic biome	symbiont	Acanthochiasma sp.			isolate	single cell isolation		43.68	7.31				
HQ864941.1.884_U	HQ864941	1	884	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea					ENV	Uncultured eukaryote clone SGPX516 18S ribosomal RNA gene, partial					SGPX516		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			18-Feb-2006		Canada: Vancouver																		environmental								
